          0 	           0 	 -1.453091e+00 	 10111111101110011111111011100111
          0 	           1 	 1.751915e+00 	 00111111111000000011111011000001
          0 	           2 	 2.368643e+00 	 01000000000101111001011111011010
          0 	           3 	 -3.483225e+00 	 11000000010111101110110100101000
          0 	           4 	 1.009558e+00 	 00111111100000010011100100110001
          0 	           5 	 -1.564513e+00 	 10111111110010000100000111111000
          0 	           6 	 -1.513740e+00 	 10111111110000011100001000111111
          0 	           7 	 -7.062470e-01 	 10111111001101001100110010011010
          1 	           0 	 -1.779048e+00 	 10111111111000111011011111010110
          1 	           1 	 -2.125981e+00 	 11000000000010000001000000010100
          1 	           2 	 -2.318498e+00 	 11000000000101000110001001000110
          1 	           3 	 1.203029e+00 	 00111111100110011111110011011101
          1 	           4 	 -1.029885e-01 	 10111101110100101110101110101000
          1 	           5 	 -2.390334e+00 	 11000000000110001111101100111011
          1 	           6 	 -3.755181e+00 	 11000000011100000101010011100001
          1 	           7 	 -1.519032e+00 	 10111111110000100110111110101000
          2 	           0 	 -2.110257e+00 	 11000000000001110000111001110010
          2 	           1 	 -1.279656e+00 	 10111111101000111100101111000010
          2 	           2 	 -9.667104e-02 	 10111101110001011111101101111000
          2 	           3 	 2.763936e-01 	 00111110100011011000001101111000
          2 	           4 	 -1.708055e+00 	 10111111110110101010000110001000
          2 	           5 	 -3.072365e+00 	 11000000010001001010000110100001
          2 	           6 	 1.198050e+00 	 00111111100110010101100110110010
          2 	           7 	 -4.011653e+00 	 11000000100000000101111101110111
          3 	           0 	 1.200766e+00 	 00111111100110011011001010110111
          3 	           1 	 -2.314730e+00 	 11000000000101000010010010001011
          3 	           2 	 -4.879990e+00 	 11000000100111000010100011100001
          3 	           3 	 -3.111189e+00 	 11000000010001110001110110110111
          3 	           4 	 -3.410402e+00 	 11000000010110100100010000001000
          3 	           5 	 -1.280407e+00 	 10111111101000111110010001100100
          3 	           6 	 -1.752303e+00 	 10111111111000000100101101110101
          3 	           7 	 -1.969616e+00 	 10111111111111000001110001100001
          4 	           0 	 -4.817515e+00 	 11000000100110100010100100010101
          4 	           1 	 -3.453098e+00 	 11000000010111001111111110001101
          4 	           2 	 2.358380e+00 	 01000000000101101110111110110101
          4 	           3 	 -1.732523e+00 	 10111111110111011100001101010000
          4 	           4 	 1.327263e+00 	 00111111101010011110001111000000
          4 	           5 	 9.710477e-01 	 00111111011110001001011010010101
          4 	           6 	 -6.083342e-01 	 10111111000110111011101111001010
          4 	           7 	 -3.773491e+00 	 11000000011100011000000011100001
          5 	           0 	 -9.470957e-01 	 10111111011100100111010011011110
          5 	           1 	 -5.954281e-01 	 10111111000110000110110111111010
          5 	           2 	 -3.563919e+00 	 11000000011001000001011100111111
          5 	           3 	 -8.365013e-01 	 10111111010101100010010011110100
          5 	           4 	 -2.171363e+00 	 11000000000010101111011110011100
          5 	           5 	 -1.066444e+00 	 10111111100010001000000101000000
          5 	           6 	 -8.008487e-01 	 10111111010011010000010001101100
          5 	           7 	 -2.462960e-01 	 10111110011111000011010100000011
          6 	           0 	 -3.334875e+00 	 11000000010101010110111010011000
          6 	           1 	 -3.707493e+00 	 11000000011011010100011110010001
          6 	           2 	 -3.215686e+00 	 11000000010011011100110111001101
          6 	           3 	 -2.107935e+00 	 11000000000001101110100001101010
          6 	           4 	 -2.665294e-01 	 10111110100010000111011010001011
          6 	           5 	 -6.862853e-01 	 10111111001011111011000001100100
          6 	           6 	 2.307824e-01 	 00111110011011000101001000111100
          6 	           7 	 -3.277690e-02 	 10111101000001100100000100010001
          7 	           0 	 1.390351e+00 	 00111111101100011111011100000011
          7 	           1 	 -3.517963e+00 	 11000000011000010010011001001100
          7 	           2 	 1.486717e+00 	 00111111101111100100110010111111
          7 	           3 	 -3.414614e+00 	 11000000010110101000100100001000
          7 	           4 	 7.301984e-01 	 00111111001110101110111001001001
          7 	           5 	 -5.017991e-01 	 10111111000000000111010111101000
          7 	           6 	 -4.833157e-01 	 10111110111101110111010100101000
